loan_id,loan_type,loan_amount,interest_rate
912,Student,13213.63,4.41
913,Personal,48490.84,2.65
914,Mortgage,38096.53,3.82
915,Auto,10539.28,4.52
916,Mortgage,14425.96,4.17
917,Student,23722.7,2.33
918,Mortgage,20912.79,5.24
919,Student,2012.22,4.06
920,Auto,49731.39,3.16
921,Auto,45321.43,1.46
922,Auto,3437.2,1.46
923,Mortgage,48449.63,3.04
924,Auto,6410.02,1.58
925,Personal,11840.84,1.23
926,Auto,44439.38,3.65
927,Student,34347.39,3.25
928,Auto,47999.26,2.69
929,Auto,44326.18,2.99
930,Mortgage,18221.94,3.61
931,Personal,34720.2,4.56
932,Mortgage,19408.63,5.21
933,Personal,34588.55,4.91
934,Mortgage,16549.54,5.63
935,Auto,39198.49,1.64
936,Personal,14289.52,4.07
937,Mortgage,20043.35,3.11
938,Auto,37643.59,4.93
939,Student,8969.82,4.41
940,Student,42948.5,1.6
941,Student,41443.64,3.15
942,Student,38407.36,3.26
943,Student,31423.1,3.07
944,Auto,5478.91,4.18
945,Mortgage,5109.55,4.95
946,Student,23969.04,3.14
947,Student,19150.89,1.76
948,Personal,18139.97,1.11
949,Student,49780.97,1.45
950,Auto,13207.63,3.15
951,Auto,23955.59,3.97
952,Student,28512.07,1.48
953,Auto,49870.55,2.86
954,Personal,10828.84,4.8
955,Auto,3051.69,2.58
956,Personal,36799.57,4.3
957,Mortgage,39664.38,5.46
958,Auto,43964.11,1.88
959,Personal,2706.56,3.02
960,Personal,18026.36,2.09
961,Personal,35328.1,1.04
962,Mortgage,38074.93,3.98
963,Personal,15906.46,1.77
964,Student,1075.21,2.3
965,Student,13119.75,4.84
966,Mortgage,30039.2,3.98
967,Mortgage,21202.62,3.02
968,Personal,44566.15,3.4
969,Student,3701.66,3.29
970,Mortgage,13512.34,3.5
971,Auto,31286.65,2.72
972,Student,41726.54,4.04
973,Auto,14408.2,3.27
974,Mortgage,5951.44,4.33
975,Personal,48675.92,2.66
976,Student,17394.69,1.93
977,Mortgage,9482.51,3.06
978,Student,3802.41,3.76
979,Mortgage,42771.49,4.21
980,Personal,19925.96,3.67
981,Mortgage,32035.92,4.16
982,Student,41251.41,1.66
983,Personal,21126.49,2.98
984,Mortgage,45061.49,5.95
985,Auto,43591.52,3.82
986,Auto,13414.34,4.59
987,Mortgage,4626.0,3.66
988,Auto,5689.47,2.16
989,Mortgage,13702.1,4.09
990,Student,19234.99,2.98
991,Student,7769.39,2.84
992,Personal,22698.02,2.62
993,Student,43719.06,1.1
994,Mortgage,2641.92,5.69
995,Personal,3681.17,4.43
996,Auto,33633.92,4.96
997,Auto,48411.0,3.85
998,Student,17795.22,1.53
999,Personal,8279.82,2.17
1000,Personal,1969.68,4.75
1001,Mortgage,26821.0,4.76
1002,Student,49392.34,4.5
1003,Auto,23728.87,4.14
1004,Auto,5142.56,1.05
1005,Personal,28751.78,4.61
1006,Auto,28922.24,1.73
1007,Personal,14088.8,4.09
1008,Mortgage,2904.97,5.55
1009,Mortgage,45052.29,4.51
1010,Auto,21416.64,2.89
1011,Mortgage,36835.86,3.28
1012,Personal,35024.25,3.82
1013,Mortgage,28857.63,3.2
1014,Auto,38720.21,2.94
1015,Personal,9414.18,4.98
1016,Auto,20488.84,4.58
1017,Auto,22506.5,1.19
1018,Mortgage,36270.87,5.58
1019,Personal,38478.67,4.49
1020,Personal,13927.34,1.05
1021,Auto,31908.7,1.04
1022,Auto,31461.86,1.54
1023,Auto,1731.3,2.63
1024,Mortgage,44178.14,4.86
1025,Personal,5673.91,2.9
1026,Personal,7851.58,2.98
1027,Student,4656.51,2.31
1028,Auto,45108.89,1.49
1029,Auto,10060.3,2.24
1030,Auto,44929.8,4.51
1031,Mortgage,38448.93,5.43
1032,Personal,32560.03,1.88
1033,Auto,17594.15,1.92
1034,Mortgage,37029.85,3.1
1035,Auto,30523.31,3.97
1036,Personal,41916.38,4.79
1037,Auto,6864.02,3.05
1038,Student,23512.78,2.57
1039,Student,15775.17,3.28
1040,Student,13025.14,1.37
1041,Student,25219.45,4.95
1042,Student,27255.76,2.67
1043,Mortgage,39941.36,3.41
1044,Auto,14608.25,2.33
1045,Personal,37310.51,1.19
1046,Student,42347.66,4.87
1047,Personal,42527.32,3.36
1048,Personal,32132.46,4.84
1049,Student,3716.38,4.6
1050,Mortgage,49064.38,5.16
1051,Mortgage,32348.47,5.72
1052,Student,47508.22,4.17
1053,Mortgage,1838.63,4.86
1054,Student,25607.3,4.04
1055,Personal,45344.11,1.79
1056,Personal,12202.75,4.53
1057,Mortgage,18967.57,5.26
1058,Mortgage,22002.08,3.86
1059,Auto,39008.85,4.44
1060,Mortgage,26324.36,3.03
1061,Personal,10287.52,1.49
1062,Mortgage,17321.18,4.81
1063,Personal,13990.17,1.1
1064,Student,15720.49,3.69
1065,Student,20230.66,4.61
1066,Auto,1351.1,3.45
1067,Mortgage,44095.96,4.98
1068,Student,44386.69,2.07
1069,Student,18895.17,4.27
1070,Personal,31702.97,2.09
1071,Student,16036.08,2.65
1072,Auto,30215.51,4.16
1073,Student,22715.47,2.23
1074,Auto,46545.72,1.21
1075,Mortgage,37252.56,4.71
1076,Mortgage,32515.64,4.74
1077,Mortgage,31340.45,3.11
1078,Personal,30311.73,4.88
1079,Auto,42105.21,1.96
1080,Personal,41602.42,1.18
1081,Student,20582.43,3.11
1082,Auto,38326.38,1.89
1083,Mortgage,4801.19,5.61
1084,Auto,14126.09,1.48
1085,Auto,3003.61,1.83
1086,Student,16602.26,2.4
1087,Personal,49322.45,1.2
1088,Auto,2385.12,1.02
1089,Auto,29639.81,3.83
1090,Student,36644.33,1.09
1091,Mortgage,12654.94,4.81
1092,Personal,40120.1,2.3
1093,Student,33058.29,3.8
1094,Auto,46663.19,1.78
1095,Mortgage,37878.22,5.89
1096,Student,11791.5,4.22
1097,Auto,28778.73,3.93
1098,Auto,9537.69,2.36
1099,Mortgage,38397.63,4.98
1100,Student,36687.36,4.97
1101,Personal,18201.68,4.11
1102,Personal,24462.84,2.25
1103,Personal,2533.54,3.77
1104,Student,34755.85,2.8
1105,Student,10020.35,4.46
1106,Student,24749.59,1.88
1107,Personal,36869.49,1.4
1108,Personal,37946.27,4.39
1109,Mortgage,22439.34,3.29
1110,Personal,25431.43,2.05
1111,Mortgage,8635.79,3.84
1112,Auto,19250.36,3.78
1113,Student,1594.09,1.62
1114,Personal,30271.85,2.36
1115,Personal,16859.71,2.5
1116,Mortgage,42651.81,5.98
1117,Auto,32520.23,2.7
1118,Mortgage,14956.93,5.66
1119,Personal,30707.71,1.8
1120,Auto,16623.66,1.51
1121,Mortgage,23303.57,5.37
1122,Auto,26529.28,2.93
1123,Mortgage,30623.09,3.1
1124,Auto,39127.53,3.91
1125,Personal,27101.76,2.4
1126,Mortgage,32317.71,5.07
1127,Personal,19092.6,2.89
1128,Mortgage,47274.79,5.95
1129,Mortgage,17158.59,5.29
1130,Auto,39620.8,3.46
1131,Mortgage,9251.11,4.57
1132,Personal,47772.91,3.73
1133,Personal,42576.25,1.1
1134,Mortgage,20887.29,3.89
1135,Personal,3727.02,4.78
1136,Student,41962.19,2.18
1137,Auto,42022.02,4.02
1138,Mortgage,34957.0,5.21
1139,Student,3422.99,2.32
1140,Personal,4211.48,2.58
1141,Mortgage,45758.94,5.36
1142,Student,7197.14,3.12
1143,Mortgage,26632.59,4.79
1144,Personal,10252.27,3.96
1145,Student,12556.14,3.46
1146,Mortgage,25637.72,4.46
1147,Personal,15309.8,1.87
1148,Student,12553.98,2.78
1149,Mortgage,25328.04,4.11
1150,Auto,45761.7,4.48
1151,Auto,11940.01,4.92
1152,Auto,17484.71,3.87
1153,Auto,33637.07,3.8
1154,Auto,26286.17,3.51
1155,Auto,2457.85,3.51
1156,Mortgage,27916.28,3.47
1157,Personal,39939.43,4.34
1158,Student,27184.1,2.09
1159,Personal,34100.07,3.24
1160,Mortgage,25607.31,3.87
1161,Personal,3082.34,4.86
1162,Student,29072.79,2.17
1163,Mortgage,40106.45,3.24
1164,Personal,8408.08,4.97
1165,Mortgage,18807.75,3.26
1166,Auto,27002.97,3.8
1167,Student,20487.72,1.99
1168,Student,33451.74,2.46
1169,Personal,23771.03,1.38
1170,Student,16409.87,4.9
1171,Personal,46868.5,2.09
1172,Mortgage,26485.08,3.75
1173,Auto,13360.29,2.05
1174,Student,11055.58,4.91
1175,Personal,16205.18,4.9
1176,Personal,10997.25,4.81
1177,Mortgage,25997.71,4.11
1178,Student,31600.75,4.65
1179,Auto,48325.65,2.45
1180,Auto,6553.42,4.24
1181,Student,45529.89,1.53
1182,Personal,7532.2,1.14
1183,Mortgage,20574.43,3.01
1184,Student,28716.19,4.64
1185,Mortgage,26914.68,4.8
1186,Student,29013.62,1.02
1187,Auto,34568.45,2.87
1188,Auto,22701.94,4.34
1189,Personal,16617.93,3.34
1190,Mortgage,17145.48,4.74
1191,Mortgage,12579.53,3.29
1192,Student,13738.88,1.05
1193,Auto,35083.12,3.87
1194,Student,5641.79,2.06
1195,Student,38546.25,2.19
1196,Personal,21831.78,2.12
1197,Personal,17088.36,2.4
1198,Mortgage,15350.39,5.91
1199,Personal,23049.16,2.54
1200,Personal,21858.76,4.93
1201,Student,40491.65,1.52
1202,Student,43984.07,3.56
1203,Student,48215.1,2.41
1204,Student,48909.59,4.91
1205,Auto,5029.83,3.36
1206,Personal,30457.45,1.69
1207,Student,29666.96,4.04
1208,Student,48740.53,2.31
1209,Personal,26152.2,2.66
1210,Auto,28234.43,2.72
1211,Mortgage,26849.83,3.57
1212,Auto,30683.08,3.08
1213,Personal,37832.91,4.42
1214,Personal,45845.53,1.53
1215,Personal,9596.06,1.44
1216,Mortgage,29905.98,3.5
1217,Mortgage,15275.84,3.24
1218,Personal,9830.86,1.86
1219,Mortgage,49651.18,3.79
1220,Auto,18288.88,3.7
1221,Student,35450.14,2.65
1222,Auto,41527.55,2.07
1223,Student,19855.6,4.48
1224,Student,34245.32,4.25
1225,Auto,34843.93,1.13
1226,Mortgage,8471.24,5.11
1227,Personal,48319.41,4.34
1228,Auto,11188.44,1.46
1229,Mortgage,11294.19,5.66
1230,Student,29695.52,3.72
1231,Personal,34443.71,1.87
1232,Mortgage,5815.55,4.72
1233,Mortgage,13442.75,4.98
1234,Personal,46811.3,3.37
1235,Personal,2392.76,1.28
1236,Mortgage,24101.4,4.34
1237,Mortgage,38349.93,4.87
1238,Student,8759.78,4.01
1239,Auto,21165.2,1.77
1240,Personal,47964.01,2.67
1241,Mortgage,41420.05,5.6
1242,Personal,45719.83,1.35
1243,Personal,17771.86,2.04
1244,Auto,3890.11,3.08
1245,Auto,11885.04,3.71
1246,Auto,34964.42,2.54
1247,Student,4472.93,4.34
1248,Personal,14219.03,1.95
1249,Mortgage,49191.6,3.54
1250,Auto,29246.47,4.76
1251,Mortgage,48630.28,3.09
1252,Personal,15548.65,1.4
1253,Student,40580.53,1.37
1254,Auto,15928.62,2.97
1255,Student,45903.93,4.15
1256,Personal,1663.18,3.25
1257,Personal,38904.02,2.11
1258,Auto,25603.42,4.18
1259,Auto,11058.64,3.83
1260,Personal,1752.6,2.42
1261,Student,27193.74,1.41
1262,Auto,29611.4,4.83
1263,Student,6608.07,4.18
1264,Personal,24564.49,3.68
1265,Personal,33112.66,2.63
1266,Student,23956.71,1.89
1267,Student,20859.34,4.11
1268,Auto,44046.7,4.32
1269,Personal,19466.92,4.12
1270,Mortgage,33658.36,3.96
1271,Personal,10162.09,1.87
1272,Mortgage,28209.35,4.61
1273,Personal,46193.62,3.49
1274,Student,28010.86,1.45
1275,Personal,2677.41,1.32
1276,Auto,35911.83,3.84
1277,Personal,36723.12,1.2
1278,Personal,46574.06,2.64
1279,Auto,20588.65,1.05
1280,Personal,47191.47,2.73
1281,Auto,23423.6,2.74
1282,Auto,49284.57,2.16
1283,Student,9550.36,3.31
1284,Mortgage,44004.89,4.38
1285,Auto,11585.67,4.31
1286,Personal,21026.27,3.83
1287,Auto,7720.37,4.95
1288,Auto,1776.71,1.38
1289,Mortgage,28677.93,3.36
1290,Student,26183.47,2.88
1291,Student,28798.42,2.28
1292,Mortgage,36628.87,5.65
1293,Student,5989.13,1.27
1294,Auto,9715.59,3.5
1295,Mortgage,38831.62,5.62
1296,Auto,38915.42,4.58
1297,Student,29479.31,3.25
1298,Personal,33732.37,4.97
1299,Mortgage,4129.09,4.35
1300,Personal,43630.79,4.73
1301,Student,47928.68,1.13
1302,Student,23329.33,2.31
1303,Auto,10649.97,4.99
1304,Mortgage,5860.37,3.01
1305,Personal,7279.88,4.83
1306,Mortgage,17162.26,5.91
1307,Mortgage,27217.66,4.39
1308,Auto,12532.74,2.05
1309,Mortgage,34838.26,5.34
1310,Auto,30783.18,1.69
1311,Mortgage,21575.42,4.68
1312,Student,4857.96,1.77
1313,Mortgage,47945.36,3.09
1314,Auto,14868.66,4.21
1315,Student,12772.11,3.91
1316,Auto,3258.57,4.52
1317,Mortgage,5560.0,3.05
1318,Auto,14892.33,1.69
1319,Student,44943.45,2.12
1320,Personal,22795.14,4.19
1321,Auto,42568.14,4.77
1322,Auto,41307.93,1.72
1323,Mortgage,25101.95,5.16
1324,Student,22030.32,1.6
1325,Student,20406.57,2.49
1326,Personal,35693.77,3.65
1327,Auto,31398.73,3.1
1328,Auto,27730.28,3.35
1329,Personal,49541.4,2.66
1330,Personal,18723.31,1.27
1331,Mortgage,37641.56,5.28
1332,Personal,47126.96,2.24
1333,Auto,30069.37,1.59
1334,Student,26771.95,2.74
1335,Personal,21051.69,2.81
1336,Personal,39001.72,3.49
1337,Student,44932.23,4.48
1338,Student,5203.44,1.3
1339,Mortgage,20518.34,5.26
1340,Mortgage,31486.37,4.51
1341,Personal,35084.56,1.55
1342,Student,25582.28,4.42
1343,Auto,4043.71,2.46
1344,Auto,29889.77,3.05
1345,Personal,44739.47,3.33
1346,Auto,5173.19,2.71
1347,Auto,40065.22,1.54
1348,Auto,30959.14,2.87
1349,Student,23459.14,4.11
1350,Mortgage,12937.07,5.55
1351,Personal,14239.83,4.86
1352,Personal,3065.25,2.87
1353,Student,34006.36,3.44
1354,Auto,2030.54,3.44
1355,Personal,15908.16,4.03
1356,Student,16481.41,2.83
1357,Student,15647.92,3.64
1358,Student,21903.26,1.17
1359,Personal,24808.87,3.49
1360,Personal,12802.82,4.69
1361,Auto,46280.16,3.92
1362,Mortgage,5027.16,4.77
1363,Auto,29055.78,4.46
1364,Auto,22317.74,1.48
1365,Mortgage,6420.93,4.31
1366,Student,22296.31,2.49
1367,Student,13079.63,3.56
1368,Personal,43089.18,1.36
1369,Personal,46582.51,4.32
1370,Mortgage,29399.26,3.23
1371,Student,17699.36,4.66
1372,Student,20705.97,4.25
1373,Mortgage,28289.08,4.09
1374,Student,40258.05,1.6
1375,Personal,9994.37,3.25
1376,Auto,13401.26,2.02
1377,Mortgage,26848.3,4.98
1378,Auto,20800.31,4.32
1379,Mortgage,3885.06,3.51
1380,Personal,43870.02,4.8
1381,Mortgage,31096.8,4.26
1382,Auto,30983.73,4.07
1383,Student,22686.86,2.19
1384,Mortgage,40747.88,5.98
1385,Mortgage,4492.09,3.81
1386,Personal,44609.75,1.89
1387,Student,12921.81,1.2
1388,Student,37148.03,3.29
1389,Personal,29345.71,3.19
1390,Auto,41429.74,2.59
1391,Mortgage,36932.52,5.38
1392,Mortgage,27150.5,5.22
1393,Personal,30846.2,1.23
1394,Auto,19962.66,3.59
1395,Personal,47586.67,1.09
1396,Mortgage,41898.12,3.77
1397,Personal,10851.09,3.54
1398,Student,1810.4,2.46
1399,Personal,27160.98,4.02
1400,Mortgage,49106.94,5.64
1401,Student,4108.31,3.03
1402,Auto,34705.85,2.12
1403,Mortgage,20969.89,4.81
1404,Personal,25051.7,1.74
1405,Personal,8542.21,4.64
1406,Auto,25845.49,4.57
1407,Mortgage,49091.79,3.05
1408,Student,15734.92,3.04
1409,Student,46274.1,4.78
1410,Personal,31441.81,4.9
1411,Student,43084.94,1.41
1412,Personal,28355.64,2.82
1413,Mortgage,2231.68,3.24
1414,Personal,33087.6,2.76
1415,Student,38233.73,3.27
1416,Personal,22141.79,4.64
1417,Mortgage,46831.81,4.26
1418,Student,37370.61,2.57
1419,Auto,19894.97,2.13
1420,Auto,40280.02,1.52
1421,Mortgage,16512.39,5.64
1422,Student,43488.32,3.92
1423,Mortgage,10282.88,4.63
1424,Personal,23937.29,1.65
1425,Auto,43173.51,4.04
1426,Student,11060.64,3.86
1427,Personal,4164.96,4.16
1428,Personal,14483.0,1.95
1429,Mortgage,20436.13,3.52
1430,Personal,3460.6,1.52
1431,Auto,34822.2,2.61
1432,Auto,41570.78,2.36
1433,Mortgage,8797.62,4.64
1434,Auto,46035.05,4.16
1435,Student,35433.06,2.06
1436,Auto,25181.74,3.92
1437,Auto,28440.42,4.7
1438,Auto,16767.44,1.35
1439,Student,49518.49,3.82
1440,Student,14589.18,3.31
1441,Personal,41787.42,3.25
1442,Student,25440.22,4.38
1443,Mortgage,7539.49,3.92
1444,Mortgage,29875.26,3.94
1445,Mortgage,42877.95,5.13
1446,Student,7688.6,4.52
1447,Personal,27103.79,2.87
1448,Mortgage,30918.81,3.31
1449,Auto,30486.67,3.77
1450,Personal,6321.2,4.39
1451,Student,47154.81,4.82
1452,Mortgage,47513.84,4.64
1453,Auto,21488.2,4.03
1454,Mortgage,33160.13,5.73
1455,Mortgage,31292.67,4.35
1456,Auto,10585.34,4.84
1457,Personal,5613.64,4.64
1458,Student,9907.74,1.75
1459,Mortgage,5861.89,4.92
1460,Mortgage,12273.01,3.11
1461,Personal,10431.77,2.1
1462,Auto,25386.74,4.27
1463,Student,46119.35,1.2
1464,Mortgage,12237.75,3.14
1465,Personal,27362.57,4.53
1466,Auto,40994.38,4.87
1467,Student,24831.01,1.3
1468,Mortgage,33755.16,3.47
1469,Personal,37217.04,3.04
1470,Personal,16662.21,2.0
1471,Personal,14983.21,3.98
1472,Auto,3783.71,3.87
1473,Personal,38764.27,4.95
1474,Student,24955.4,4.39
1475,Mortgage,40012.68,3.62
1476,Mortgage,13226.57,4.5
1477,Personal,45723.59,3.23
1478,Mortgage,19273.89,3.54
1479,Mortgage,7078.84,3.16
1480,Mortgage,19202.76,3.19
1481,Mortgage,13105.03,5.39
1482,Personal,35066.15,3.52
1483,Mortgage,48420.87,4.08
1484,Mortgage,37179.99,4.58
1485,Student,14928.49,1.99
1486,Mortgage,32903.27,5.42
1487,Student,22845.83,1.17
1488,Mortgage,12596.83,4.53
1489,Auto,32088.96,1.89
1490,Student,10332.1,2.16
1491,Auto,14071.01,4.68
1492,Auto,10856.87,2.39
1493,Personal,25318.52,4.82
1494,Student,29749.03,4.88
1495,Personal,8516.07,3.54
1496,Personal,22437.31,3.2
1497,Mortgage,35813.41,3.69
1498,Auto,24115.81,3.93
1499,Personal,20941.44,3.72
1500,Personal,28332.21,1.36
1501,Auto,15707.5,1.51
1502,Student,11888.19,1.03
1503,Auto,7551.3,1.71
1504,Mortgage,32780.14,3.16
1505,Student,42219.24,4.82
1506,Auto,17399.63,4.71
1507,Auto,29470.93,4.13
1508,Auto,5661.54,2.44
1509,Auto,47103.94,1.71
1510,Mortgage,18582.3,5.7
1511,Auto,18319.43,2.62
1512,Auto,33102.38,3.41
1513,Personal,8722.55,1.05
1514,Student,44299.57,4.92
1515,Auto,43885.56,1.72
1516,Auto,13186.27,3.17
1517,Student,8490.92,3.74
1518,Mortgage,40357.66,5.34
1519,Student,12174.98,1.78
1520,Mortgage,12227.08,4.54
1521,Personal,7469.1,2.36
1522,Student,17773.02,1.83
1523,Student,46521.09,2.58
1524,Mortgage,4697.34,3.83
1525,Student,45777.07,3.17
1526,Personal,5823.45,1.82
1527,Student,6256.4,2.76
1528,Student,39819.85,4.06
1529,Mortgage,41997.31,5.28
1530,Personal,41070.08,2.34
1531,Personal,12939.32,2.13
1532,Mortgage,30368.89,3.49
1533,Mortgage,3226.7,4.67
1534,Student,30221.01,2.33
1535,Auto,31785.21,4.09
1536,Mortgage,47410.85,3.49
1537,Personal,42265.29,2.64
1538,Mortgage,25823.25,4.3
1539,Mortgage,10049.77,5.1
1540,Student,13238.84,4.76
1541,Mortgage,38511.59,5.69
1542,Personal,41846.64,2.54
1543,Student,42223.63,2.86
1544,Personal,11945.1,3.71
1545,Student,32813.59,1.28
1546,Auto,22533.66,2.39
1547,Auto,28536.21,4.88
1548,Student,36672.05,2.5
1549,Personal,39143.29,3.79
1550,Personal,4071.55,4.31
1551,Mortgage,31834.73,4.7
1552,Personal,30820.0,3.38
1553,Auto,39146.3,1.76
1554,Auto,33716.9,3.25
1555,Personal,6799.84,4.99
1556,Mortgage,27729.55,5.75
1557,Mortgage,31191.05,5.84
1558,Mortgage,49281.13,4.53
1559,Mortgage,43445.9,4.72
1560,Mortgage,35197.45,5.5
1561,Student,23721.22,4.75
1562,Mortgage,17545.98,3.94
1563,Personal,18614.76,2.43
1564,Student,2379.19,1.44
1565,Personal,38724.23,1.26
1566,Auto,30272.36,4.48
1567,Student,11274.5,2.83
1568,Student,49186.35,4.3
1569,Personal,7117.47,2.27
1570,Student,30199.71,3.61
1571,Personal,31799.85,3.48
1572,Personal,21053.3,1.75
1573,Student,31687.97,3.4
1574,Personal,18234.71,3.19
1575,Mortgage,16116.22,5.48
1576,Personal,1808.29,1.67
1577,Personal,45306.44,3.03
1578,Auto,45968.56,2.85
1579,Mortgage,26654.86,4.24
1580,Student,40310.85,4.2
1581,Student,28418.42,3.04
1582,Auto,22646.89,4.14
1583,Auto,4196.85,1.54
1584,Student,33790.71,4.49
1585,Mortgage,43620.13,5.07
1586,Auto,13552.36,4.73
1587,Auto,4923.05,2.06
1588,Mortgage,7042.53,5.77
1589,Mortgage,31710.05,4.62
1590,Auto,24615.26,3.23
1591,Personal,28240.34,2.93
1592,Mortgage,29878.19,5.67
1593,Mortgage,34922.83,5.05
1594,Auto,9092.95,3.65
1595,Student,48137.7,4.49
1596,Personal,32009.58,1.57
1597,Auto,10267.91,4.76
1598,Auto,23819.12,4.85
1599,Mortgage,2308.29,4.23
1600,Mortgage,34718.2,4.67
1601,Personal,37597.13,1.89
1602,Auto,23522.02,1.88
1603,Student,14644.07,2.18
1604,Personal,25687.8,4.78
1605,Mortgage,10123.57,4.04
1606,Personal,16375.85,2.52
1607,Mortgage,23400.59,3.55
1608,Auto,43043.27,2.82
1609,Auto,19988.99,1.64
1610,Student,17278.7,3.1
1611,Personal,33850.17,1.31
1612,Auto,31753.29,4.27
1613,Personal,3938.84,2.73
1614,Personal,23152.61,4.47
1615,Auto,47266.52,4.93
1616,Personal,3527.63,2.24
1617,Student,36707.85,2.89
1618,Student,19755.99,2.03
1619,Auto,32425.98,1.16
1620,Auto,36115.95,3.33
1621,Auto,17602.16,2.33
1622,Mortgage,16860.14,3.5
1623,Mortgage,35890.72,5.84
1624,Auto,3704.6,2.81
1625,Personal,20889.69,2.7
1626,Mortgage,10620.91,4.49
1627,Auto,40137.37,3.95
1628,Personal,28707.37,3.26
1629,Personal,31691.3,4.01
1630,Student,7113.8,3.72
1631,Student,44085.7,2.46
1632,Mortgage,7559.5,5.15
1633,Student,29734.97,3.15
1634,Auto,19207.58,1.99
1635,Mortgage,33163.53,4.69
1636,Personal,49934.15,1.84
1637,Auto,36617.15,2.4
1638,Personal,34034.44,4.3
1639,Student,13769.34,1.52
1640,Mortgage,37594.4,4.16
1641,Mortgage,34845.18,5.32
1642,Student,16002.83,2.87
1643,Mortgage,34189.24,3.31
1644,Student,34835.71,2.49
1645,Mortgage,34985.07,5.48
1646,Personal,38490.39,4.14
1647,Personal,26075.71,3.41
1648,Auto,17199.97,2.53
1649,Mortgage,49555.73,5.36
1650,Student,47444.69,2.17
1651,Student,19115.71,2.45
1652,Mortgage,45265.44,4.47
1653,Auto,40034.87,1.79
1654,Personal,22470.19,4.59
1655,Auto,36159.56,1.03
1656,Personal,38083.26,4.08
1657,Mortgage,36460.73,3.43
1658,Personal,45380.32,4.68
1659,Mortgage,41668.93,4.29
1660,Mortgage,1966.35,5.86
1661,Personal,47101.21,4.75
1662,Student,23758.77,3.99
1663,Student,20919.11,3.86
1664,Personal,26930.4,2.61
1665,Personal,41167.68,1.61
1666,Mortgage,2562.58,5.64
1667,Mortgage,17662.04,5.95
1668,Personal,43987.6,3.03
1669,Auto,4240.64,2.85
1670,Mortgage,1657.14,4.22
1671,Auto,45936.11,1.91
1672,Student,16313.17,3.16
1673,Personal,35126.39,3.08
1674,Mortgage,31237.73,4.58
1675,Mortgage,25300.97,5.35
1676,Mortgage,47538.94,5.39
1677,Mortgage,27614.06,4.19
1678,Personal,16203.58,4.6
1679,Mortgage,34269.24,3.44
1680,Mortgage,41277.3,5.55
1681,Student,30942.82,3.08
1682,Student,21012.0,1.98
1683,Auto,10458.61,4.98
1684,Personal,16439.47,3.2
1685,Personal,42222.74,3.11
1686,Personal,20580.4,1.54
1687,Student,43237.48,2.82
1688,Mortgage,10680.11,3.37
1689,Mortgage,44630.02,3.29
1690,Mortgage,16835.65,5.39
1691,Auto,47194.76,3.54
1692,Student,32610.29,2.82
1693,Mortgage,38624.25,5.83
1694,Student,27355.99,4.9
1695,Mortgage,45565.85,3.33
1696,Mortgage,40396.33,3.79
1697,Student,2949.31,4.82
1698,Personal,40386.31,2.58
1699,Student,12469.17,1.57
1700,Student,17503.04,4.6
1701,Mortgage,8994.33,4.15
1702,Mortgage,45925.06,5.85
1703,Personal,49622.61,4.45
1704,Student,31214.99,3.31
1705,Student,23583.16,3.56
1706,Mortgage,26272.43,5.81
1707,Auto,43171.2,4.77
1708,Auto,25675.42,4.52
1709,Student,6751.77,1.29
1710,Personal,14345.63,3.49
1711,Mortgage,42922.43,5.66
1712,Auto,2847.66,4.3
1713,Personal,13948.43,3.93
1714,Auto,41804.86,3.27
1715,Student,20540.86,1.99
1716,Personal,14828.03,2.51
1717,Student,1854.19,1.36
1718,Auto,49105.5,2.83
1719,Auto,4688.36,3.79
1720,Auto,27309.83,4.72
1721,Personal,24667.94,1.21
1722,Mortgage,34067.51,5.23
1723,Student,20750.44,4.81
1724,Personal,44677.5,3.57
1725,Student,11212.66,4.27
1726,Auto,33874.02,4.69
1727,Auto,14626.72,1.66
1728,Personal,28731.47,1.29
1729,Auto,32210.51,4.24
1730,Personal,28958.02,1.53
1731,Student,39921.45,2.52
1732,Auto,12878.97,3.8
1733,Personal,34955.82,1.52
1734,Personal,14116.02,2.38
1735,Auto,29730.33,4.04
1736,Student,37993.69,2.51
1737,Student,15467.04,1.6
1738,Personal,41077.43,1.92
1739,Student,6036.3,2.52
1740,Student,49896.68,1.7
1741,Personal,44937.4,3.81
1742,Auto,44418.28,4.07
1743,Student,15086.31,1.38
1744,Auto,29501.13,1.34
1745,Student,33023.5,3.56
